player,team,goals_for,goals_against,minutes_played,minutes_benched,team_goals_for,team_goals_against,team_goals,ag_team_goals,90m_player_goals,ag_90m_player_goals,90m_team_goals,ag_90m_team_goals
b'Hernan Rengifo',UDS,1.0,6.0,182.0,5.0,1.0,6.0,0.0,0.0,0.4945054945054945,2.967032967032967,0.0,0.0
b'Mat?as S?nchez',TEMP,15.0,25.0,1492.0,397.0,16.0,26.0,1.0,1.0,0.9048257372654156,1.5080428954423593,0.22670025188916876,0.22670025188916876
b'Guillermo Acosta',TUC,24.0,21.0,1128.0,661.0,28.0,25.0,4.0,4.0,1.9148936170212767,1.675531914893617,0.5446293494704992,0.5446293494704992
b'Hamilton Pereira',SARM,12.0,16.0,1604.0,287.0,12.0,19.0,0.0,3.0,0.6733167082294265,0.8977556109725686,0.0,0.9407665505226481
b'Thiago Santos',PAL,5.0,4.0,257.0,313.0,11.0,8.0,6.0,4.0,1.7509727626459144,1.4007782101167314,1.7252396166134185,1.1501597444089458
b'Marquinhos',Figueirense,4.0,2.0,106.0,95.0,5.0,5.0,1.0,3.0,3.3962264150943398,1.6981132075471699,0.9473684210526315,2.8421052631578947
b'Agust?n Bouzat',DYJ,15.0,17.0,774.0,1128.0,27.0,22.0,12.0,5.0,1.744186046511628,1.9767441860465116,0.9574468085106383,0.39893617021276595
b'Lucho Gonz?lez',CARP,10.0,13.0,576.0,2066.0,46.0,33.0,36.0,20.0,1.5625,2.03125,1.5682478218780251,0.8712487899322362
b'H?ctor Urrego',SFE,2.0,0.0,95.0,659.0,11.0,4.0,9.0,4.0,1.894736842105263,0.0,1.2291350531107739,0.5462822458270106
b'Ignacio Colombini',QUI,5.0,8.0,225.0,1656.0,24.0,38.0,19.0,30.0,2.0,3.2,1.0326086956521738,1.6304347826086956
b'Enzo Acosta',QUI,3.0,7.0,316.0,1565.0,24.0,38.0,21.0,31.0,0.8544303797468354,1.9936708860759493,1.207667731629393,1.7827476038338659
b'Emilio Zelaya',ARGJ,8.0,22.0,909.0,594.0,11.0,26.0,3.0,4.0,0.7920792079207921,2.1782178217821784,0.45454545454545453,0.6060606060606061
b'Giuliano',Gremio,10.0,10.0,663.0,85.0,10.0,10.0,0.0,0.0,1.3574660633484164,1.3574660633484164,0.0,0.0
b'Edgar P?rez',Deportivo La,1.0,2.0,93.0,569.0,8.0,9.0,7.0,7.0,0.967741935483871,1.935483870967742,1.1072056239015817,1.1072056239015817
b'Pierre Pluchino',Deportivo La,1.0,2.0,30.0,632.0,8.0,9.0,7.0,7.0,3.0,6.0,0.9968354430379747,0.9968354430379747
b'Sebasti?n Jaime',U Católica,1.0,1.0,94.0,95.0,2.0,4.0,1.0,3.0,0.9574468085106383,0.9574468085106383,0.9473684210526315,2.8421052631578947
b'Diego Vicente',River Plate,0.0,3.0,71.0,587.0,6.0,14.0,6.0,11.0,0.0,3.8028169014084505,0.919931856899489,1.686541737649063
b'Pedro Ramirez',Zamora,2.0,4.0,369.0,8.0,2.0,4.0,0.0,0.0,0.4878048780487805,0.975609756097561,0.0,0.0
b'Carlos Auzqui',EST,23.0,9.0,1276.0,889.0,36.0,13.0,13.0,4.0,1.6222570532915361,0.6347962382445141,1.3160854893138358,0.4049493813273341
b'Maximiliano Romero',VEL,13.0,17.0,869.0,1017.0,22.0,26.0,9.0,9.0,1.3463751438434983,1.760644418872267,0.7964601769911505,0.7964601769911505
b'Emanuel Britez',USF,19.0,15.0,1230.0,654.0,26.0,23.0,7.0,8.0,1.3902439024390243,1.0975609756097562,0.963302752293578,1.1009174311926606
b'Gast?n Fern?ndez',EST,23.0,10.0,1276.0,889.0,36.0,13.0,13.0,3.0,1.6222570532915361,0.7053291536050157,1.3160854893138358,0.30371203599550056
b'Emanuel Mammana',CARP,19.0,9.0,959.0,1683.0,46.0,33.0,27.0,24.0,1.7831074035453598,0.8446298227320125,1.4438502673796791,1.2834224598930482
b'Tiago Amaral',Cuiaba,2.0,3.0,187.0,0.0,2.0,3.0,0.0,0.0,0.9625668449197861,1.4438502673796791,0.0,0.0
b'Fernando Telechea',CAP,19.0,26.0,1636.0,261.0,20.0,28.0,1.0,2.0,1.0452322738386308,1.430317848410758,0.3448275862068966,0.6896551724137931
b'Lucas Rodr?guez',ARGJ,23.0,15.0,1126.0,377.0,11.0,26.0,-12.0,11.0,1.8383658969804617,1.1989342806394316,-2.8647214854111405,2.625994694960212
b'Dami?n Mart?nez',DYJ,22.0,15.0,1400.0,502.0,27.0,22.0,5.0,7.0,1.4142857142857144,0.9642857142857143,0.896414342629482,1.254980079681275
b'Gino Peruzzi',CABJ,22.0,9.0,1171.0,1829.0,42.0,29.0,20.0,20.0,1.690862510674637,0.6917164816396243,0.9841443411700382,0.9841443411700382
b'Fabricio Alvarenga',VEL,14.0,14.0,802.0,1084.0,22.0,26.0,8.0,12.0,1.571072319201995,1.571072319201995,0.6642066420664207,0.996309963099631
b'Johan Osorio',Trujillanos,7.0,14.0,403.0,160.0,7.0,17.0,0.0,3.0,1.5632754342431763,3.1265508684863526,0.0,1.6875
b'Leonardo Pisculichi',CARP,13.0,10.0,484.0,2158.0,46.0,33.0,33.0,23.0,2.4173553719008263,1.859504132231405,1.376274328081557,0.959221501390176
b'Blas L?pez',SHO,2.0,2.0,120.0,259.0,3.0,4.0,1.0,2.0,1.5,1.5,0.3474903474903475,0.694980694980695
b'Federico Lanzillota',ARGJ,5.0,11.0,937.0,566.0,11.0,26.0,6.0,15.0,0.48025613660619,1.056563500533618,0.9540636042402827,2.385159010600707
b'Edmilson',Sport,0.0,1.0,119.0,70.0,0.0,1.0,0.0,0.0,0.0,0.7563025210084033,0.0,0.0
b'Diego Bejarano',Strongest,5.0,11.0,494.0,77.0,6.0,11.0,1.0,0.0,0.9109311740890689,2.0040485829959516,1.1688311688311688,0.0
b'Claudio Vargas',Olimpia,5.0,2.0,163.0,400.0,12.0,12.0,7.0,10.0,2.7607361963190185,1.1042944785276074,1.575,2.25
b'Lucas Barrios',PAL,7.0,4.0,181.0,389.0,11.0,8.0,4.0,4.0,3.4806629834254146,1.988950276243094,0.9254498714652957,0.9254498714652957
b'Neicer Reasco',LDU,2.0,3.0,188.0,375.0,6.0,12.0,4.0,9.0,0.9574468085106383,1.4361702127659575,0.96,2.16
b'Nicol?s Bianchi Arce',SARM,4.0,8.0,490.0,1401.0,12.0,19.0,8.0,11.0,0.7346938775510204,1.469387755102041,0.5139186295503212,0.7066381156316917
b'Ariel Rojas',TEMP,0.0,1.0,8.0,1881.0,16.0,26.0,16.0,25.0,0.0,11.25,0.7655502392344498,1.1961722488038278
b'Gonzalo Bettini',BAN,15.0,20.0,1587.0,483.0,22.0,29.0,7.0,9.0,0.8506616257088847,1.1342155009451795,1.3043478260869565,1.6770186335403727
b'Gustavo Gim?nez',Luqueño,3.0,4.0,376.0,0.0,3.0,4.0,0.0,0.0,0.7180851063829787,0.9574468085106383,0.0,0.0
b'Carlos Henrique C?ceda',UDS,1.0,6.0,187.0,0.0,1.0,6.0,0.0,0.0,0.48128342245989303,2.8877005347593583,0.0,0.0
b'Jose Qui?onez',Emelec,4.0,8.0,283.0,662.0,18.0,19.0,14.0,11.0,1.2720848056537102,2.5441696113074204,1.903323262839879,1.4954682779456194
b'Christian Tab?',Nacional,4.0,7.0,235.0,709.0,10.0,10.0,6.0,3.0,1.5319148936170213,2.6808510638297873,0.7616361071932299,0.38081805359661497
b'Roberto Ovelar',JUN,8.0,3.0,438.0,34.0,8.0,3.0,0.0,0.0,1.643835616438356,0.6164383561643836,0.0,0.0
b'Manuel Ug?z',DMU,0.0,1.0,69.0,115.0,0.0,6.0,0.0,5.0,0.0,1.3043478260869565,0.0,3.9130434782608696
b'Oswaldo Rivas',MGR,0.0,2.0,94.0,469.0,2.0,12.0,2.0,10.0,0.0,1.9148936170212767,0.3837953091684435,1.9189765458422174
b'Miguel Barbieri',RAC,3.0,2.0,191.0,2536.0,49.0,37.0,46.0,35.0,1.4136125654450262,0.9424083769633508,1.6324921135646688,1.2421135646687698
b'Gast?n Bueno',Wanderers,1.0,0.0,260.0,212.0,2.0,0.0,1.0,0.0,0.34615384615384615,0.0,0.42452830188679247,0.0
b'Luan',AMG,18.0,14.0,1088.0,-142.0,16.0,7.0,-2.0,-7.0,1.4889705882352942,1.1580882352941178,1.267605633802817,4.436619718309859
b'Jonathan G?mez',SFE,10.0,4.0,579.0,175.0,11.0,4.0,1.0,0.0,1.5544041450777202,0.6217616580310881,0.5142857142857142,0.0
b'Diego Braghieri',LAN,28.0,11.0,1650.0,512.0,33.0,14.0,5.0,3.0,1.5272727272727273,0.6,0.87890625,0.52734375
b'Maximiliano Sigales',GCM,1.0,2.0,172.0,1806.0,29.0,21.0,28.0,19.0,0.5232558139534884,1.0465116279069768,1.3953488372093024,0.946843853820598
b'Jos? Castillo',Oriente,0.0,3.0,72.0,21.0,0.0,3.0,0.0,0.0,0.0,3.75,0.0,0.0
b'Leonel Di Pl?cido',TUC,6.0,5.0,348.0,1441.0,28.0,25.0,22.0,20.0,1.5517241379310345,1.293103448275862,1.3740458015267176,1.2491325468424705
b'Yuber Mosquera',Dep Táchira,7.0,9.0,660.0,91.0,7.0,13.0,0.0,4.0,0.9545454545454546,1.2272727272727273,0.0,3.956043956043956
b'Juan Carlos Olave',BEL,25.0,29.0,2071.0,94.0,25.0,29.0,0.0,0.0,1.0864316755190728,1.2602607436021245,0.0,0.0
b'Pablo Caceres',TUC,20.0,17.0,1110.0,679.0,28.0,25.0,8.0,8.0,1.6216216216216217,1.3783783783783783,1.0603829160530192,1.0603829160530192
b'Lu?z Cardozo',Libertad,0.0,1.0,94.0,92.0,0.0,4.0,0.0,3.0,0.0,0.9574468085106383,0.0,2.9347826086956523
b'Andr?s Ibarg?en',NAL,14.0,4.0,655.0,1140.0,34.0,8.0,20.0,4.0,1.9236641221374047,0.549618320610687,1.5789473684210527,0.3157894736842105
b'Renier Rodr?guez',Deportivo An,2.0,2.0,123.0,66.0,2.0,2.0,0.0,0.0,1.4634146341463414,1.4634146341463414,0.0,0.0
b'Guillermo Fern?ndez',GCM,27.0,21.0,1755.0,223.0,29.0,21.0,2.0,0.0,1.3846153846153846,1.0769230769230769,0.8071748878923767,0.0
b'Sebastian Penco',ALDO,20.0,31.0,1708.0,188.0,20.0,32.0,0.0,1.0,1.053864168618267,1.6334894613583137,0.0,0.4787234042553192
b'Jos? Chavez',Wilstermann,1.0,1.0,88.0,101.0,2.0,2.0,1.0,1.0,1.0227272727272727,1.0227272727272727,0.8910891089108911,0.8910891089108911
b'Diego Ferreira',Fénix ,1.0,0.0,96.0,96.0,1.0,2.0,0.0,2.0,0.9375,0.0,0.0,1.875
b'Fernando Martinuzzi',RGO,4.0,5.0,376.0,0.0,4.0,5.0,0.0,0.0,0.9574468085106383,1.196808510638298,0.0,0.0
b'Rodrigo Battaglia',ROS,3.0,4.0,215.0,2630.0,38.0,29.0,35.0,25.0,1.255813953488372,1.6744186046511629,1.1977186311787071,0.8555133079847909
b'Mat?as Zaldivia',Colo Colo,4.0,2.0,375.0,186.0,4.0,5.0,0.0,3.0,0.96,0.48,0.0,1.4516129032258065
b'Juanmi Callejon',Bolívar,14.0,12.0,720.0,220.0,14.0,14.0,0.0,2.0,1.75,1.5,0.0,0.8181818181818182
b'C?sar Taj?n',River Plate,4.0,6.0,233.0,425.0,6.0,14.0,2.0,8.0,1.5450643776824033,2.3175965665236054,0.4235294117647059,1.6941176470588235
b'Abdiel Arroyo',TOL,0.0,1.0,98.0,842.0,12.0,11.0,12.0,10.0,0.0,0.9183673469387755,1.2826603325415677,1.0688836104513064
b'Gast?n D?az',ALDO,41.0,43.0,2475.0,-579.0,20.0,32.0,-21.0,-11.0,1.490909090909091,1.5636363636363637,3.2642487046632125,1.7098445595854923
b'Fausto Grillo',VEL,3.0,5.0,292.0,1594.0,22.0,26.0,19.0,21.0,0.9246575342465754,1.5410958904109588,1.0727728983688833,1.1856963613550815
b'Roger Mart?nez',RAC,21.0,15.0,837.0,1890.0,49.0,37.0,28.0,22.0,2.2580645161290325,1.6129032258064515,1.3333333333333333,1.0476190476190477
b'Dami?n P?rez',VEL,19.0,17.0,1285.0,601.0,22.0,26.0,3.0,9.0,1.3307392996108949,1.1906614785992218,0.4492512479201331,1.3477537437603992
b'Justo Villar',Colo Colo,2.0,4.0,468.0,93.0,4.0,5.0,2.0,1.0,0.38461538461538464,0.7692307692307693,1.935483870967742,0.967741935483871
b'Andr?s P?rez',DCI,6.0,17.0,464.0,93.0,7.0,18.0,1.0,1.0,1.1637931034482758,3.2974137931034484,0.967741935483871,0.967741935483871
b'Ariel Lug?ercio',ALDO,8.0,8.0,539.0,1357.0,20.0,32.0,12.0,24.0,1.3358070500927643,1.3358070500927643,0.7958732498157701,1.5917464996315402
b'Emanuel Dening',SMSJ,25.0,25.0,1545.0,266.0,25.0,25.0,0.0,0.0,1.4563106796116505,1.4563106796116505,0.0,0.0
b'Marcelo Vega',Plaza Coloni,0.0,1.0,82.0,106.0,1.0,1.0,1.0,0.0,0.0,1.0975609756097562,0.8490566037735849,0.0
b'Gustavo G?mez',LAN,31.0,7.0,1459.0,703.0,33.0,14.0,2.0,7.0,1.9122686771761481,0.4318026045236463,0.25604551920341395,0.8961593172119487
b'Emiliano Franco',NOB,1.0,0.0,49.0,1830.0,22.0,23.0,21.0,23.0,1.836734693877551,0.0,1.0327868852459017,1.1311475409836065
b'Carlos A?ez',Oriente,0.0,3.0,93.0,0.0,0.0,3.0,0.0,0.0,0.0,2.903225806451613,0.0,0.0
b'Fernando Cordero',U Católica,1.0,3.0,78.0,111.0,2.0,4.0,1.0,1.0,1.1538461538461537,3.4615384615384617,0.8108108108108109,0.8108108108108109
b'Lorenzo Faravelli',GLP,16.0,12.0,874.0,909.0,21.0,20.0,5.0,8.0,1.6475972540045767,1.2356979405034325,0.49504950495049505,0.7920792079207921
b'Ezequiel Cirigliano',TIG,10.0,9.0,426.0,1459.0,23.0,23.0,13.0,14.0,2.112676056338028,1.9014084507042253,0.8019191226867718,0.8636052090472927
b'Mat?as Britos',UNAM,19.0,8.0,656.0,284.0,22.0,12.0,3.0,4.0,2.606707317073171,1.0975609756097562,0.9507042253521126,1.267605633802817
b'Jalil El?as',NOB,7.0,8.0,802.0,1077.0,22.0,23.0,15.0,15.0,0.7855361596009975,0.8977556109725686,1.2534818941504178,1.2534818941504178
b'Victor Salazar',ROS,31.0,22.0,1835.0,1010.0,38.0,29.0,7.0,7.0,1.5204359673024523,1.0790190735694822,0.6237623762376238,0.6237623762376238
b'Luis Caicedo',Independient,17.0,13.0,1318.0,99.0,19.0,14.0,2.0,1.0,1.1608497723823976,0.8877086494688923,1.8181818181818181,0.9090909090909091
b'Nicol?s Ib??ez',GLP,1.0,0.0,65.0,1718.0,21.0,20.0,20.0,20.0,1.3846153846153846,0.0,1.0477299185098952,1.0477299185098952
b'Pablo Rojas Cardales',SFE,0.0,0.0,25.0,729.0,11.0,4.0,11.0,4.0,0.0,0.0,1.3580246913580247,0.49382716049382713
b'Nahuel Luj?n',BEL,6.0,4.0,263.0,1902.0,25.0,29.0,19.0,25.0,2.053231939163498,1.3688212927756653,0.8990536277602523,1.1829652996845426
b'Cristian',COR,4.0,0.0,28.0,723.0,16.0,6.0,12.0,6.0,12.857142857142858,0.0,1.4937759336099585,0.7468879668049793
b'Hyuri',AMG,7.0,3.0,266.0,680.0,16.0,7.0,9.0,4.0,2.3684210526315788,1.0150375939849625,1.1911764705882353,0.5294117647058824
b'Lucas Hoyos',RAF,2.0,0.0,284.0,1508.0,16.0,32.0,14.0,32.0,0.6338028169014085,0.0,0.8355437665782494,1.909814323607427
b'Gianfranco Labarthe Tome',RGO,0.0,0.0,31.0,345.0,4.0,5.0,4.0,5.0,0.0,0.0,1.0434782608695652,1.3043478260869565
b'Luan Peres Petroni',Santa Cruz F,1.0,0.0,189.0,94.0,1.0,2.0,0.0,2.0,0.47619047619047616,0.0,0.0,1.9148936170212767
b'Fabi?n Sambueza',DCI,7.0,13.0,419.0,138.0,7.0,18.0,0.0,5.0,1.503579952267303,2.79236276849642,0.0,3.260869565217391
b'Francisco Flores',Dep Táchira,3.0,7.0,366.0,385.0,7.0,13.0,4.0,6.0,0.7377049180327869,1.721311475409836,0.935064935064935,1.4025974025974026
b'Jose Canova',CVL,0.0,1.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0
b'Cristian Insaurralde',O'Higgins,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'Lucas Avelda?o',BEL,4.0,5.0,468.0,1697.0,25.0,29.0,21.0,24.0,0.7692307692307693,0.9615384615384616,1.1137301119622864,1.2728344136711844
b'?ngel Nieves',Trujillanos,6.0,16.0,385.0,178.0,7.0,17.0,1.0,1.0,1.4025974025974026,3.74025974025974,0.5056179775280899,0.5056179775280899
b'Andr?s Vilches',Colo Colo,0.0,1.0,16.0,545.0,4.0,5.0,4.0,4.0,0.0,5.625,0.6605504587155964,0.6605504587155964
b'Angelo Gabrielli',Fénix ,1.0,2.0,192.0,0.0,1.0,2.0,0.0,0.0,0.46875,0.9375,0.0,0.0
b'Jes?s Ernesto Medina Rodr?guez',Libertad,0.0,3.0,47.0,139.0,0.0,4.0,0.0,1.0,0.0,5.74468085106383,0.0,0.6474820143884892
b'Carlos Bueno',SARM,6.0,18.0,684.0,1207.0,12.0,19.0,6.0,1.0,0.7894736842105263,2.3684210526315788,0.44739022369511183,0.07456503728251865
b'Adri?n Calello',QUI,13.0,27.0,1036.0,845.0,24.0,38.0,11.0,11.0,1.1293436293436294,2.3455598455598454,1.1715976331360947,1.1715976331360947
b'Alejandro Navarro',TOL,2.0,1.0,119.0,821.0,12.0,11.0,10.0,10.0,1.5126050420168067,0.7563025210084033,1.0962241169305724,1.0962241169305724
b'Cecilio Dom?nguez',Cerro Porteñ,2.0,8.0,332.0,800.0,17.0,13.0,15.0,5.0,0.5421686746987951,2.1686746987951806,1.6875,0.5625
b'Matias Donoso',CAP,6.0,5.0,332.0,1565.0,20.0,28.0,14.0,23.0,1.6265060240963856,1.355421686746988,0.805111821086262,1.3226837060702876
b'Diego Forl?n',Peñarol,1.0,2.0,259.0,489.0,6.0,12.0,5.0,10.0,0.3474903474903475,0.694980694980695,0.9202453987730062,1.8404907975460123
b'Jorge Andres Mendoza',Guaraní,2.0,1.0,45.0,51.0,2.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0
b'Franco Troyansky',OBB,5.0,8.0,254.0,1633.0,14.0,21.0,9.0,13.0,1.7716535433070866,2.8346456692913384,0.4960195958358849,0.7164727495407226
b'Neri Bandiera',ALDO,9.0,25.0,1000.0,896.0,20.0,32.0,11.0,7.0,0.81,2.25,1.1049107142857142,0.703125
b'Leandro Somoza',VEL,22.0,21.0,1456.0,430.0,22.0,26.0,0.0,5.0,1.35989010989011,1.2980769230769231,0.0,1.0465116279069768
b'Juan Mosquera',SHO,1.0,2.0,58.0,321.0,3.0,4.0,2.0,2.0,1.5517241379310345,3.103448275862069,0.5607476635514018,0.5607476635514018
b'Gonzalo Espinoza',CAP,1.0,4.0,225.0,1672.0,20.0,28.0,19.0,24.0,0.4,1.6,1.0227272727272727,1.291866028708134
b'Luciano Abecasis',GCM,28.0,19.0,1758.0,220.0,29.0,21.0,1.0,2.0,1.4334470989761092,0.9726962457337884,0.4090909090909091,0.8181818181818182
b'Pedro Silva Torrej?n',CABJ,0.0,0.0,30.0,2970.0,42.0,29.0,42.0,29.0,0.0,0.0,1.2727272727272727,0.8787878787878788
b'Franco Olego',Wilstermann,0.0,0.0,30.0,159.0,2.0,2.0,2.0,2.0,0.0,0.0,1.1320754716981132,1.1320754716981132
b'Marcelo Vidal',Blooming,1.0,2.0,169.0,207.0,2.0,4.0,1.0,2.0,0.5325443786982249,1.0650887573964498,0.43478260869565216,0.8695652173913043
b'Leonardo Godoy',RAF,13.0,26.0,1413.0,379.0,16.0,32.0,3.0,6.0,0.8280254777070064,1.6560509554140128,0.712401055408971,1.424802110817942
b'Walter Acu?a',OBB,8.0,13.0,800.0,1087.0,14.0,21.0,6.0,8.0,0.9,1.4625,0.49678012879484823,0.6623735050597976
b'Sergio Aquino',Libertad,0.0,4.0,186.0,0.0,0.0,4.0,0.0,0.0,0.0,1.935483870967742,0.0,0.0
b'Wadid Arismendi',MGR,1.0,7.0,169.0,394.0,2.0,12.0,1.0,5.0,0.5325443786982249,3.727810650887574,0.22842639593908629,1.1421319796954315
b'Adri?n Mart?n Balboa',SARM,0.0,0.0,1.0,1890.0,12.0,19.0,12.0,19.0,0.0,0.0,0.5714285714285714,0.9047619047619048
b'Kevin Itabel',TIG,6.0,9.0,662.0,1223.0,23.0,23.0,17.0,14.0,0.8157099697885196,1.2235649546827794,1.2510220768601799,1.0302534750613246
b'Bryan Carvallo Utreras',Colo Colo,0.0,0.0,18.0,543.0,4.0,5.0,4.0,5.0,0.0,0.0,0.6629834254143646,0.8287292817679558
b'Jean Barrientos',OBB,2.0,8.0,331.0,1556.0,14.0,21.0,12.0,13.0,0.5438066465256798,2.175226586102719,0.6940874035989717,0.7519280205655527
b'Victor Cuesta',IND,29.0,13.0,1972.0,186.0,30.0,14.0,1.0,1.0,1.3235294117647058,0.5933062880324543,0.4838709677419355,0.4838709677419355
b'Nicol?s Delgadillo',VEL,5.0,5.0,134.0,1752.0,22.0,26.0,17.0,21.0,3.3582089552238807,3.3582089552238807,0.8732876712328768,1.0787671232876712
b'Alejandro Palacios',UNAM,19.0,8.0,752.0,188.0,22.0,12.0,3.0,4.0,2.273936170212766,0.9574468085106383,1.4361702127659575,1.9148936170212767
b'Mauro Cejas',PUE,0.0,1.0,20.0,74.0,0.0,1.0,0.0,0.0,0.0,4.5,0.0,0.0
b'Antonioni Gonz?lez',Deportivo La,1.0,2.0,93.0,569.0,8.0,9.0,7.0,7.0,0.967741935483871,1.935483870967742,1.1072056239015817,1.1072056239015817
b'Frank Fabra',CABJ,24.0,16.0,1315.0,1685.0,42.0,29.0,18.0,13.0,1.6425855513307985,1.0950570342205324,0.9614243323442137,0.6943620178041543
b'Juan Carlos Anangon?',U. Católica,0.0,1.0,100.0,88.0,1.0,2.0,1.0,1.0,0.0,0.9,1.0227272727272727,1.0227272727272727
b'Fredys Arrieta',Deportivo La,6.0,4.0,392.0,270.0,8.0,9.0,2.0,5.0,1.3775510204081634,0.9183673469387755,0.6666666666666666,1.6666666666666667
b'Fredy Bareiro',Olimpia,10.0,8.0,316.0,247.0,12.0,12.0,2.0,4.0,2.848101265822785,2.278481012658228,0.728744939271255,1.45748987854251
b'Jorge Broun',COL,24.0,31.0,1786.0,0.0,24.0,31.0,0.0,0.0,1.2094064949608063,1.5621500559910415,0.0,0.0
b'Sebasti?n Prediger',BEL,6.0,10.0,489.0,1676.0,25.0,29.0,19.0,19.0,1.1042944785276074,1.8404907975460123,1.0202863961813842,1.0202863961813842
b'Erwin Mario Saavedra',Bolívar,14.0,13.0,752.0,188.0,14.0,14.0,0.0,1.0,1.675531914893617,1.5558510638297873,0.0,0.4787234042553192
b'Luis Leal',Cerro Porteñ,8.0,11.0,681.0,451.0,17.0,13.0,9.0,2.0,1.0572687224669604,1.4537444933920705,1.7960088691796008,0.3991130820399113
b'Martin Rolle',USF,18.0,17.0,1018.0,866.0,26.0,23.0,8.0,6.0,1.5913555992141455,1.5029469548133596,0.8314087759815243,0.6235565819861432
b'Nicol?s Freire',ARGJ,11.0,18.0,908.0,595.0,11.0,26.0,0.0,8.0,1.0903083700440528,1.7841409691629957,0.0,1.2100840336134453
b'Luis Carlos Ruiz',NAL,1.0,0.0,216.0,1579.0,34.0,8.0,33.0,8.0,0.4166666666666667,0.0,1.8809373020899303,0.4559848005066498
b'Alex Santana',Flamengo,4.0,1.0,191.0,106.0,6.0,5.0,2.0,4.0,1.8848167539267016,0.4712041884816754,1.6981132075471699,3.3962264150943398
b'Jonathan Galv?n',ALDO,17.0,29.0,1690.0,206.0,20.0,32.0,3.0,3.0,0.9053254437869822,1.544378698224852,1.3106796116504855,1.3106796116504855
b'Tom?s Costa',Peñarol,6.0,12.0,636.0,112.0,6.0,12.0,0.0,0.0,0.8490566037735849,1.6981132075471699,0.0,0.0
b'Marcelo Larrondo',ROS,13.0,4.0,618.0,2227.0,38.0,29.0,25.0,25.0,1.8932038834951457,0.5825242718446602,1.0103277952402334,1.0103277952402334
b'Maximiliano Paredes',QUI,6.0,10.0,276.0,1605.0,24.0,38.0,18.0,28.0,1.9565217391304348,3.260869565217391,1.0093457943925233,1.5700934579439252
b'Yeferson Velasco',Deportivo La,1.0,3.0,103.0,559.0,8.0,9.0,7.0,6.0,0.8737864077669902,2.621359223300971,1.1270125223613596,0.9660107334525939
b'Claudio Aquino',IND,10.0,9.0,698.0,1460.0,30.0,14.0,20.0,5.0,1.2893982808022924,1.160458452722063,1.2328767123287672,0.3082191780821918
b'Juan Sanchez Sotelo',ARS,15.0,11.0,845.0,944.0,23.0,19.0,8.0,8.0,1.5976331360946745,1.1715976331360947,0.7627118644067796,0.7627118644067796
b'Yonathan Samaniego',Sol de Améri,5.0,4.0,381.0,92.0,5.0,4.0,0.0,0.0,1.1811023622047243,0.9448818897637795,0.0,0.0
b'Christian Cueva',TOL,11.0,8.0,471.0,469.0,12.0,11.0,1.0,3.0,2.1019108280254777,1.5286624203821657,0.19189765458422176,0.5756929637526652
b'Jair Torrico',Strongest,1.0,1.0,32.0,539.0,6.0,11.0,5.0,10.0,2.8125,2.8125,0.8348794063079777,1.6697588126159555
b'Wildo Alonso',Sol de Améri,5.0,4.0,473.0,0.0,5.0,4.0,0.0,0.0,0.9513742071881607,0.7610993657505285,0.0,0.0
b'Gonzalo Bergessio',SL,4.0,1.0,103.0,2724.0,41.0,34.0,37.0,33.0,3.495145631067961,0.8737864077669902,1.222466960352423,1.0903083700440528
b'Mariano Bogliacino',Plaza Coloni,1.0,1.0,129.0,59.0,1.0,1.0,0.0,0.0,0.6976744186046512,0.6976744186046512,0.0,0.0
b'Walter Benitez',QUI,12.0,14.0,657.0,1224.0,24.0,38.0,12.0,24.0,1.643835616438356,1.917808219178082,0.8823529411764706,1.7647058823529411
b'Walter Andrade',CAP,14.0,21.0,1130.0,767.0,20.0,28.0,6.0,7.0,1.1150442477876106,1.6725663716814159,0.7040417209908736,0.8213820078226858
b'Miguel Trauco',UDS,1.0,6.0,187.0,0.0,1.0,6.0,0.0,0.0,0.48128342245989303,2.8877005347593583,0.0,0.0
b'Cecilio Waterman',Fénix ,1.0,0.0,16.0,176.0,1.0,2.0,0.0,2.0,5.625,0.0,0.0,1.0227272727272727
b'Federico Rasic',GLP,11.0,11.0,591.0,1192.0,21.0,20.0,10.0,9.0,1.6751269035532994,1.6751269035532994,0.7550335570469798,0.6795302013422819
b'Fernando Belluschi',SL,37.0,30.0,2134.0,693.0,41.0,34.0,4.0,4.0,1.5604498594189316,1.2652296157450797,0.5194805194805194,0.5194805194805194
b'Darwin Gonz?lez',Deportivo La,6.0,4.0,286.0,376.0,8.0,9.0,2.0,5.0,1.8881118881118881,1.2587412587412588,0.4787234042553192,1.196808510638298
b'Cristian Villanueva',OBB,3.0,2.0,371.0,1516.0,14.0,21.0,11.0,19.0,0.7277628032345014,0.48517520215633425,0.6530343007915568,1.1279683377308707
b'Pedro Velasco',BAR,2.0,2.0,189.0,0.0,2.0,2.0,0.0,0.0,0.9523809523809523,0.9523809523809523,0.0,0.0
b'Mariano Guerreiro',DYJ,3.0,5.0,357.0,1545.0,27.0,22.0,24.0,17.0,0.7563025210084033,1.2605042016806722,1.3980582524271845,0.9902912621359223
