player,team,goals_for,goals_against,minutes_played,minutes_benched,team_goals_for,team_goals_against,team_goals,ag_team_goals,90m_player_goals,ag_90m_player_goals,90m_team_goals,ag_90m_team_goals
b'Cristian Mu?oz',UdeC,2.0,3.0,189.0,0.0,2.0,3.0,0.0,0.0,0.9523809523809523,1.4285714285714286,0.0,0.0
b'Lucas Kruspzky',TDC,1.0,3.0,250.0,128.0,1.0,3.0,0.0,0.0,0.36,1.08,0.0,0.0
b'Israel Coll',SARM,2.0,2.0,80.0,1811.0,12.0,19.0,10.0,17.0,2.25,2.25,0.4969630038652678,0.8448371065709552
b'Mart?n Tonso',Colo Colo,4.0,4.0,403.0,158.0,4.0,5.0,0.0,1.0,0.8933002481389578,0.8933002481389578,0.0,0.569620253164557
b'Lucas Gomes',Chapecoense ,3.0,1.0,142.0,139.0,3.0,2.0,0.0,1.0,1.9014084507042253,0.6338028169014085,0.0,0.6474820143884892
b'Dami?n Schmidt',RAC,0.0,5.0,91.0,2636.0,49.0,37.0,49.0,32.0,0.0,4.945054945054945,1.67298937784522,1.0925644916540211
b'Diogo Mateus',ECV,2.0,2.0,172.0,16.0,2.0,2.0,0.0,0.0,1.0465116279069768,1.0465116279069768,0.0,0.0
b'Jos? Anchico',SFE,1.0,1.0,128.0,626.0,11.0,4.0,10.0,3.0,0.703125,0.703125,1.4376996805111821,0.43130990415335463
b'Emanuel Casado',COL,0.0,3.0,42.0,1744.0,24.0,31.0,24.0,28.0,0.0,6.428571428571429,1.238532110091743,1.444954128440367
b'Guilherme Arana',COR,6.0,0.0,91.0,660.0,16.0,6.0,10.0,6.0,5.934065934065934,0.0,1.3636363636363635,0.8181818181818182
b'Wilfrido De La Rosa',TOL,0.0,0.0,12.0,928.0,12.0,11.0,12.0,11.0,0.0,0.0,1.1637931034482758,1.0668103448275863
b'Heber Lea?os',Real Potosí,1.0,1.0,32.0,340.0,4.0,9.0,3.0,8.0,2.8125,2.8125,0.7941176470588235,2.1176470588235294
b'Ignacio Rivero',DYJ,3.0,5.0,222.0,1680.0,27.0,22.0,24.0,17.0,1.2162162162162162,2.027027027027027,1.2857142857142858,0.9107142857142857
b'C?sar Delgado',ROS,5.0,6.0,454.0,2391.0,38.0,29.0,33.0,23.0,0.9911894273127754,1.1894273127753303,1.2421580928481806,0.8657465495608532
b'Jos? Torrealba',Trujillanos,1.0,1.0,36.0,527.0,7.0,17.0,6.0,16.0,2.5,2.5,1.0246679316888045,2.732447817836812
b'Luis Aguiar',Peñarol,5.0,11.0,437.0,311.0,6.0,12.0,1.0,1.0,1.0297482837528604,2.265446224256293,0.28938906752411575,0.28938906752411575
b'Mario Leguizam?n',River Plate,0.0,1.0,10.0,648.0,6.0,14.0,6.0,13.0,0.0,9.0,0.8333333333333334,1.8055555555555556
b'Bobo',Gremio,6.0,6.0,271.0,477.0,10.0,10.0,4.0,4.0,1.992619926199262,1.992619926199262,0.7547169811320755,0.7547169811320755
b'V?ctor Rossel',CVL,0.0,0.0,6.0,89.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0112359550561798
b'Rodrigo Caio',PAU,19.0,13.0,1110.0,125.0,20.0,14.0,1.0,1.0,1.5405405405405406,1.054054054054054,0.72,0.72
b'Harold Preciado',DCI,2.0,7.0,269.0,288.0,7.0,18.0,5.0,11.0,0.6691449814126395,2.342007434944238,1.5625,3.4375
b'Damir Miranda',Bolívar,4.0,4.0,166.0,774.0,14.0,14.0,10.0,10.0,2.1686746987951806,2.1686746987951806,1.1627906976744187,1.1627906976744187
b'Guido Vadal?',USF,0.0,2.0,52.0,1832.0,26.0,23.0,26.0,21.0,0.0,3.4615384615384617,1.277292576419214,1.0316593886462881
b'Rodrigo Rojas',Cerro Porteñ,15.0,12.0,890.0,242.0,17.0,13.0,2.0,1.0,1.5168539325842696,1.2134831460674158,0.743801652892562,0.371900826446281
b'Serginho',ECV,1.0,2.0,108.0,80.0,2.0,2.0,1.0,0.0,0.8333333333333334,1.6666666666666667,1.125,0.0
b'Marcos Acu?a',RAC,38.0,22.0,1733.0,994.0,49.0,37.0,11.0,15.0,1.973456433929602,1.142527409117138,0.9959758551307847,1.3581488933601609
b'Esteban Dreer',Emelec,18.0,19.0,945.0,0.0,18.0,19.0,0.0,0.0,1.7142857142857142,1.8095238095238095,0.0,0.0
b'Ram?n Ocampo',Guaraní,2.0,1.0,51.0,45.0,2.0,1.0,0.0,0.0,3.5294117647058822,1.7647058823529411,0.0,0.0
b'Miguel Escobar',BAN,3.0,4.0,88.0,1982.0,22.0,29.0,19.0,25.0,3.0681818181818183,4.090909090909091,0.8627648839556004,1.1352169525731584
b'Braian Romero',ARGJ,9.0,22.0,1016.0,487.0,11.0,26.0,2.0,4.0,0.797244094488189,1.9488188976377954,0.36960985626283366,0.7392197125256673
b'Dar?o Denis',Fénix ,1.0,2.0,192.0,0.0,1.0,2.0,0.0,0.0,0.46875,0.9375,0.0,0.0
b'Giovanni Gonz?lez',River Plate,4.0,12.0,390.0,268.0,6.0,14.0,2.0,2.0,0.9230769230769231,2.769230769230769,0.6716417910447762,0.6716417910447762
b'Leonel Justiniano',Bolívar,4.0,4.0,379.0,561.0,14.0,14.0,10.0,10.0,0.9498680738786279,0.9498680738786279,1.6042780748663101,1.6042780748663101
b'Esteban Solari',Aucas,2.0,2.0,125.0,62.0,2.0,2.0,0.0,0.0,1.44,1.44,0.0,0.0
b'Norberto Paparatto',RAF,3.0,10.0,469.0,1323.0,16.0,32.0,13.0,22.0,0.5756929637526652,1.9189765458422174,0.8843537414965986,1.4965986394557824
b'Carlos Esquivel',TOL,12.0,10.0,639.0,301.0,12.0,11.0,0.0,1.0,1.6901408450704225,1.408450704225352,0.0,0.29900332225913623
b'Sebasti?n Cuerdo',Cobresal,2.0,15.0,470.0,0.0,2.0,15.0,0.0,0.0,0.3829787234042553,2.872340425531915,0.0,0.0
b'Danny Morais',Santa Cruz F,1.0,2.0,283.0,0.0,1.0,2.0,0.0,0.0,0.31802120141342755,0.6360424028268551,0.0,0.0
b'Gerardo Alcoba',UNAM,19.0,8.0,752.0,188.0,22.0,12.0,3.0,4.0,2.273936170212766,0.9574468085106383,1.4361702127659575,1.9148936170212767
b'Hugo Nervo',HUR,20.0,21.0,1789.0,958.0,33.0,31.0,13.0,10.0,1.0061486864169928,1.0564561207378425,1.221294363256785,0.9394572025052192
b'Agust?n Allione',PAL,4.0,0.0,186.0,384.0,11.0,8.0,7.0,8.0,1.935483870967742,0.0,1.640625,1.875
b'Felipe Fritz',UdeC,0.0,0.0,25.0,164.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0975609756097562,1.646341463414634
b'Jos? Quinteros',LDU,3.0,7.0,253.0,310.0,6.0,12.0,3.0,5.0,1.0671936758893281,2.4901185770750986,0.8709677419354839,1.4516129032258065
b'Carlos Cuero Qui??nez',Independient,1.0,1.0,29.0,1388.0,19.0,14.0,18.0,13.0,3.103448275862069,3.103448275862069,1.1671469740634006,0.8429394812680115
b'Daniel Montenegro',HUR,31.0,29.0,2026.0,721.0,33.0,31.0,2.0,2.0,1.3770977295162883,1.2882527147087859,0.24965325936199723,0.24965325936199723
b'Hern?n Barcos',VEL,2.0,7.0,211.0,1675.0,22.0,26.0,20.0,19.0,0.8530805687203792,2.985781990521327,1.0746268656716418,1.0208955223880598
b'Gustavo Toledo',IND,24.0,13.0,1735.0,423.0,30.0,14.0,6.0,1.0,1.244956772334294,0.6743515850144092,1.2765957446808511,0.2127659574468085
b'Lourency Do Nascimento Rodrigues',Chapecoense ,0.0,0.0,45.0,236.0,3.0,2.0,3.0,2.0,0.0,0.0,1.1440677966101696,0.7627118644067796
b'Daniel Ferreyra',MGR,2.0,12.0,563.0,0.0,2.0,12.0,0.0,0.0,0.3197158081705151,1.9182948490230907,0.0,0.0
b'Francisco Pizzini',OBB,11.0,15.0,1182.0,705.0,14.0,21.0,3.0,6.0,0.8375634517766497,1.1421319796954315,0.3829787234042553,0.7659574468085106
b'Federico Costas',CAP,1.0,4.0,284.0,1613.0,20.0,28.0,19.0,24.0,0.31690140845070425,1.267605633802817,1.060136391816491,1.3391196528208307
b'Adri?n Cubas',CABJ,28.0,12.0,1166.0,1834.0,42.0,29.0,14.0,17.0,2.1612349914236706,0.9262435677530018,0.6870229007633588,0.8342420937840785
b'Galileo Del Castillo',Trujillanos,6.0,13.0,375.0,188.0,7.0,17.0,1.0,4.0,1.44,3.12,0.4787234042553192,1.9148936170212767
b'Lucas Lobos',TOL,0.0,1.0,58.0,882.0,12.0,11.0,12.0,10.0,0.0,1.5517241379310345,1.2244897959183674,1.0204081632653061
b'Joel Silva',TOL,0.0,1.0,188.0,752.0,12.0,11.0,12.0,10.0,0.0,0.4787234042553192,1.4361702127659575,1.196808510638298
b'Juan Carlos Villacr?s',Aucas,2.0,2.0,187.0,0.0,2.0,2.0,0.0,0.0,0.9625668449197861,0.9625668449197861,0.0,0.0
b'Yan Medeiros Sasse',Coritiba FBC,1.0,2.0,45.0,237.0,3.0,4.0,2.0,2.0,2.0,4.0,0.759493670886076,0.759493670886076
b'Iv?n Marcone',LAN,28.0,9.0,1480.0,682.0,33.0,14.0,5.0,5.0,1.7027027027027026,0.5472972972972973,0.6598240469208211,0.6598240469208211
b'C?sar Ben?tez',Coritiba FBC,1.0,0.0,94.0,188.0,3.0,4.0,2.0,4.0,0.9574468085106383,0.0,0.9574468085106383,1.9148936170212767
b'Diego Rodr?guez',IND,3.0,5.0,469.0,1689.0,30.0,14.0,27.0,9.0,0.5756929637526652,0.9594882729211087,1.4387211367673178,0.47957371225577267
b'Holguer Matamoros',Emelec,9.0,9.0,339.0,606.0,18.0,19.0,9.0,10.0,2.3893805309734515,2.3893805309734515,1.3366336633663367,1.4851485148514851
b'Alejandro Morales',Bolívar,0.0,3.0,146.0,794.0,14.0,14.0,14.0,11.0,0.0,1.8493150684931507,1.5869017632241813,1.2468513853904282
b'?ver Cantero',Cobresal,0.0,2.0,46.0,424.0,2.0,15.0,2.0,13.0,0.0,3.9130434782608696,0.42452830188679247,2.759433962264151
b'Sebasti?n Eguren',Nacional,3.0,4.0,180.0,764.0,10.0,10.0,7.0,6.0,1.5,2.0,0.824607329842932,0.7068062827225131
b'Franco Costa',ARS,1.0,2.0,135.0,1654.0,23.0,19.0,22.0,17.0,0.6666666666666666,1.3333333333333333,1.1970979443772671,0.9250302297460702
b'Mariano Nicolas Gonzalez',HUR,30.0,25.0,1691.0,1056.0,33.0,31.0,3.0,6.0,1.5966883500887048,1.3305736250739209,0.2556818181818182,0.5113636363636364
b'Marcelo Oliveira',Gremio,7.0,5.0,562.0,186.0,10.0,10.0,3.0,5.0,1.1209964412811388,0.800711743772242,1.4516129032258065,2.4193548387096775
b'Yordan Osorio',Zamora,2.0,4.0,377.0,0.0,2.0,4.0,0.0,0.0,0.47745358090185674,0.9549071618037135,0.0,0.0
b'Edward Zenteno',Wilstermann,2.0,2.0,189.0,0.0,2.0,2.0,0.0,0.0,0.9523809523809523,0.9523809523809523,0.0,0.0
b'Uendel',COR,10.0,6.0,660.0,91.0,16.0,6.0,6.0,0.0,1.3636363636363635,0.8181818181818182,5.934065934065934,0.0
b'Renny Vega',Deportivo An,2.0,2.0,189.0,0.0,2.0,2.0,0.0,0.0,0.9523809523809523,0.9523809523809523,0.0,0.0
b'N?stor Bareiro',Deportivo An,1.0,1.0,50.0,139.0,2.0,2.0,1.0,1.0,1.8,1.8,0.6474820143884892,0.6474820143884892
b'Pablo Alvarado',GCM,2.0,6.0,322.0,1656.0,29.0,21.0,27.0,15.0,0.5590062111801242,1.6770186335403727,1.4673913043478262,0.8152173913043478
b'Jorge Toco',Real Potosí,1.0,0.0,28.0,344.0,4.0,9.0,3.0,9.0,3.2142857142857144,0.0,0.7848837209302325,2.354651162790698
b'Sergio Herrera',Dep Táchira,7.0,13.0,626.0,125.0,7.0,13.0,0.0,0.0,1.0063897763578276,1.8690095846645367,0.0,0.0
b'Lautaro Acosta',LAN,30.0,10.0,1616.0,546.0,33.0,14.0,3.0,4.0,1.6707920792079207,0.556930693069307,0.4945054945054945,0.6593406593406593
b'Santiago Villafa?e',COL,11.0,12.0,442.0,1344.0,24.0,31.0,13.0,19.0,2.239819004524887,2.4434389140271495,0.8705357142857143,1.2723214285714286
b'Matias Ballini',TUC,9.0,4.0,281.0,1508.0,28.0,25.0,19.0,21.0,2.882562277580071,1.2811387900355873,1.1339522546419099,1.253315649867374
b'Bernardo Cuesta',MGR,2.0,12.0,563.0,0.0,2.0,12.0,0.0,0.0,0.3197158081705151,1.9182948490230907,0.0,0.0
b'Juan Andrada',GCM,2.0,6.0,326.0,1652.0,29.0,21.0,27.0,15.0,0.5521472392638037,1.656441717791411,1.4709443099273607,0.8171912832929782
b'Demerson',Chapecoense ,0.0,1.0,94.0,187.0,3.0,2.0,3.0,1.0,0.0,0.9574468085106383,1.4438502673796791,0.48128342245989303
b'Felipe Banguero',DCI,5.0,14.0,457.0,100.0,7.0,18.0,2.0,4.0,0.9846827133479212,2.7571115973741795,1.8,3.6
b'Jos? Luis Capdevila',Bolívar,14.0,12.0,877.0,63.0,14.0,14.0,0.0,2.0,1.4367160775370582,1.2314709236031927,0.0,2.857142857142857
b'Sergio Sagarzazu',SMSJ,2.0,4.0,56.0,1755.0,25.0,25.0,23.0,21.0,3.2142857142857144,6.428571428571429,1.1794871794871795,1.0769230769230769
b'Oliver Paz Ben?tez',GLP,7.0,12.0,784.0,999.0,21.0,20.0,14.0,8.0,0.8035714285714286,1.3775510204081634,1.2612612612612613,0.7207207207207207
b'Cristian Canuh?',TEMP,8.0,9.0,646.0,1243.0,16.0,26.0,8.0,17.0,1.1145510835913313,1.2538699690402477,0.5792437650844731,1.2308930008045051
b'Yony Gonz?lez',JUN,1.0,1.0,103.0,369.0,8.0,3.0,7.0,2.0,0.8737864077669902,0.8737864077669902,1.7073170731707317,0.4878048780487805
b'Daniel Febles',Dep Táchira,2.0,4.0,124.0,627.0,7.0,13.0,5.0,9.0,1.4516129032258065,2.903225806451613,0.7177033492822966,1.291866028708134
b'Germ?n Berterame',SL,1.0,1.0,65.0,2762.0,41.0,34.0,40.0,33.0,1.3846153846153846,1.3846153846153846,1.3034033309196236,1.0753077480086894
b'Rodrigo L?pez',Guaraní,2.0,1.0,40.0,56.0,2.0,1.0,0.0,0.0,4.5,2.25,0.0,0.0
b'Santiago Bellini',Wanderers,0.0,0.0,25.0,447.0,2.0,0.0,2.0,0.0,0.0,0.0,0.40268456375838924,0.0
b'Mauro Obolo',BEL,13.0,18.0,903.0,1262.0,25.0,29.0,12.0,11.0,1.2956810631229236,1.7940199335548173,0.8557844690966719,0.7844690966719493
b'Michel Bastos',PAU,19.0,12.0,914.0,321.0,20.0,14.0,1.0,2.0,1.8708971553610503,1.1816192560175054,0.2803738317757009,0.5607476635514018
b'Martin Benitez',IND,23.0,11.0,1079.0,1079.0,30.0,14.0,7.0,3.0,1.918443002780352,0.917516218721038,0.5838739573679332,0.25023169601482853
b'Erickson Gallardo',Zamora,1.0,1.0,78.0,299.0,2.0,4.0,1.0,3.0,1.1538461538461537,1.1538461538461537,0.3010033444816054,0.903010033444816
b'Ismael Qu?lez',ALDO,11.0,20.0,1065.0,831.0,20.0,32.0,9.0,12.0,0.9295774647887324,1.6901408450704225,0.9747292418772563,1.2996389891696751
b'Juan Mercier',SL,13.0,14.0,1127.0,1700.0,41.0,34.0,28.0,20.0,1.0381543921916592,1.1180124223602483,1.4823529411764707,1.0588235294117647
b'Lucas Viatri',EST,22.0,8.0,1199.0,966.0,36.0,13.0,14.0,5.0,1.651376146788991,0.6005004170141784,1.3043478260869565,0.4658385093167702
b'Johnny Vidales',CVL,0.0,0.0,2.0,93.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.967741935483871
b'Cristian Romero',BEL,2.0,2.0,274.0,1891.0,25.0,29.0,23.0,27.0,0.656934306569343,0.656934306569343,1.0946589106292968,1.2850343733474352
b'Daniel Imperiale',QUI,20.0,22.0,1271.0,610.0,24.0,38.0,4.0,16.0,1.4162077104642015,1.5578284815106216,0.5901639344262295,2.360655737704918
b'Baldomero Perlaza',SFE,4.0,3.0,380.0,374.0,11.0,4.0,7.0,1.0,0.9473684210526315,0.7105263157894737,1.6844919786096257,0.24064171122994651
b'Victor',AMG,11.0,4.0,758.0,188.0,16.0,7.0,5.0,3.0,1.3060686015831136,0.47493403693931396,2.393617021276596,1.4361702127659575
b'Sebasti?n B?rtoli',CAP,19.0,25.0,1706.0,191.0,20.0,28.0,1.0,3.0,1.0023446658851114,1.3188745603751466,0.4712041884816754,1.4136125654450262
b'S?rgio Manoel',Chapecoense ,3.0,2.0,169.0,112.0,3.0,2.0,0.0,0.0,1.5976331360946745,1.0650887573964498,0.0,0.0
b'Jorge Valdez Chamorro',GLP,0.0,2.0,51.0,1732.0,21.0,20.0,21.0,18.0,0.0,3.5294117647058822,1.0912240184757507,0.9353348729792148
b'Over Garc?a',Caracas,2.0,1.0,89.0,6.0,2.0,1.0,0.0,0.0,2.0224719101123596,1.0112359550561798,0.0,0.0
b'Gabriel Xavier',Sport,0.0,1.0,189.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47619047619047616,0.0,0.0
b'Bruno Valdez',Cerro Porteñ,8.0,10.0,559.0,573.0,17.0,13.0,9.0,3.0,1.2880143112701252,1.6100178890876566,1.4136125654450262,0.4712041884816754
b'Williams Mart?nez',Dep Táchira,7.0,9.0,660.0,91.0,7.0,13.0,0.0,4.0,0.9545454545454546,1.2272727272727273,0.0,3.956043956043956
b'Alexis Gonz?lez',Luqueño,2.0,6.0,295.0,81.0,3.0,4.0,1.0,-2.0,0.6101694915254238,1.8305084745762712,1.1111111111111112,-2.2222222222222223
b'Augusto Andaveris',Blooming,0.0,0.0,17.0,359.0,2.0,4.0,2.0,4.0,0.0,0.0,0.5013927576601671,1.0027855153203342
b'Rodrigo Mora',CARP,23.0,13.0,1200.0,1442.0,46.0,33.0,23.0,20.0,1.725,0.975,1.435506241331484,1.248266296809986
b'Diego Armando Montiel',RAF,5.0,4.0,274.0,1518.0,16.0,32.0,11.0,28.0,1.6423357664233578,1.313868613138686,0.6521739130434783,1.6600790513833992
b'L?o Salino',Cuiaba,2.0,3.0,180.0,7.0,2.0,3.0,0.0,0.0,1.0,1.5,0.0,0.0
b'Jorge Carranza',TDC,0.0,1.0,96.0,282.0,1.0,3.0,1.0,2.0,0.0,0.9375,0.3191489361702128,0.6382978723404256
b'Carlos Rivas',SFE,3.0,0.0,83.0,671.0,11.0,4.0,8.0,4.0,3.253012048192771,0.0,1.0730253353204173,0.5365126676602087
b'Israel Poblete',Cobresal,1.0,8.0,160.0,310.0,2.0,15.0,1.0,7.0,0.5625,4.5,0.2903225806451613,2.032258064516129
b'Maximiliano Gonz?lez',ROS,5.0,9.0,445.0,2400.0,38.0,29.0,33.0,20.0,1.0112359550561798,1.8202247191011236,1.2375,0.75
b'Layneker Evelio Zafra',Deportivo La,5.0,3.0,382.0,280.0,8.0,9.0,3.0,6.0,1.1780104712041886,0.7068062827225131,0.9642857142857143,1.9285714285714286
b'Facundo Cardozo',Bolívar,8.0,8.0,328.0,612.0,14.0,14.0,6.0,6.0,2.1951219512195124,2.1951219512195124,0.8823529411764706,0.8823529411764706
b'?dison Vega',LDU,5.0,12.0,485.0,78.0,6.0,12.0,1.0,0.0,0.9278350515463918,2.2268041237113403,1.1538461538461537,0.0
b'Rodrigo Depetris',SARM,6.0,9.0,953.0,938.0,12.0,19.0,6.0,10.0,0.5666316894018888,0.8499475341028332,0.5756929637526652,0.9594882729211087
b'Gabriel Marques de Andrade Pinto',BAR,2.0,2.0,189.0,0.0,2.0,2.0,0.0,0.0,0.9523809523809523,0.9523809523809523,0.0,0.0
b'Luis Luis Pinilla',U. de Chile,0.0,0.0,25.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'Isaac D?az',Sol de Améri,4.0,3.0,347.0,126.0,5.0,4.0,1.0,1.0,1.037463976945245,0.7780979827089337,0.7142857142857143,0.7142857142857143
b'Erik Ram?rez',GLP,5.0,3.0,111.0,1672.0,21.0,20.0,16.0,17.0,4.054054054054054,2.4324324324324325,0.861244019138756,0.9150717703349283
b'Lautaro Mart?nez',RAC,5.0,6.0,253.0,2474.0,49.0,37.0,44.0,31.0,1.7786561264822134,2.1343873517786562,1.6006467259498787,1.127728375101051
b'Paulo D?az',SL,9.0,7.0,707.0,2120.0,41.0,34.0,32.0,27.0,1.1456859971711457,0.8910891089108911,1.3584905660377358,1.1462264150943395
b'Mat?as Su?rez',BEL,4.0,6.0,450.0,1715.0,25.0,29.0,21.0,23.0,0.8,1.2,1.1020408163265305,1.206997084548105
b'Enrique Vera',LDU,3.0,3.0,191.0,372.0,6.0,12.0,3.0,9.0,1.4136125654450262,1.4136125654450262,0.7258064516129032,2.1774193548387095
b'Patricio Romero',TEMP,4.0,10.0,664.0,1225.0,16.0,26.0,12.0,16.0,0.5421686746987951,1.355421686746988,0.8816326530612245,1.1755102040816328
b'Roberto Siucho',UDS,0.0,3.0,49.0,138.0,1.0,6.0,1.0,3.0,0.0,5.510204081632653,0.6521739130434783,1.9565217391304348
b'Pablo Cuevas',COL,0.0,4.0,141.0,1645.0,24.0,31.0,24.0,27.0,0.0,2.5531914893617023,1.3130699088145896,1.4772036474164134
b'Everton Felipe',Sport,0.0,0.0,74.0,115.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.782608695652174
b'Carlos Salazar',Zamora,2.0,4.0,377.0,0.0,2.0,4.0,0.0,0.0,0.47745358090185674,0.9549071618037135,0.0,0.0
b'Diego Cristopher Rodr?guez Jaramillo',River Plate,3.0,5.0,263.0,395.0,6.0,14.0,3.0,9.0,1.026615969581749,1.7110266159695817,0.6835443037974683,2.050632911392405
b'Daniel D?az',CABJ,22.0,13.0,1640.0,1360.0,42.0,29.0,20.0,16.0,1.2073170731707317,0.7134146341463414,1.3235294117647058,1.0588235294117647
